Fecha,Calidad,HR_today,RMSSD_stable,gate_badge,Action,gate_razon_base60,decision_path,baseline60_degraded
2025-09-24,OK,55.04715333566188,34.99220029710412,ROJO-,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-09-26,OK,51.1920853584884,66.95639693792587,ÁMBAR+++,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-09-27,OK,46.41732104302451,60.76085564693248,ÁMBAR+,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-09-29,OK,44.795897227423225,66.2747868229016,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-09-30,OK,45.57825163740766,64.45383186970149,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-01,OK,47.93210927473218,57.88811046608219,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-02,OK,50.46630712018848,42.18282467633502,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-03,OK,46.65725336116399,61.37152088842952,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-05,OK,55.30005399668571,33.985290935932845,ÁMBAR--,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-10-06,OK,49.41354388309564,54.23345699052253,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-07,OK,47.53353755149467,57.65162649201427,ÁMBAR+,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-10-08,OK,49.76090063701013,60.3861975714886,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-09,OK,48.576995910750064,61.27531174777681,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-10,OK,47.99360085321957,46.292835471264674,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-11,OK,50.457088591663705,43.12454089491577,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-12,OK,47.12931714624339,63.16373783887223,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-13,FLAG_mecánico,47.254806028567685,62.14649074394364,VERDE++,SUAVE_O_DESCANSO,2D_OK,BASE60_ONLY,False
2025-10-14,OK,47.74876158222989,58.81348951280282,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-15,OK,42.141436064387776,90.55970596698948,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-16,OK,50.10805859709409,47.26132767416909,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-17,OK,47.94948115042567,51.37941900186977,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-18,OK,50.33450592523141,41.28576955722748,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-19,OK,51.72961444799056,36.56419205787365,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-10-20,OK,50.49058225309748,45.60124241299288,ROJO-,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-10-21,OK,46.62754240694589,58.02466187870995,VERDE-,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-22,OK,46.76466461941356,51.75614448992807,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-23,OK,47.95932472309199,56.674209634858165,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-24,OK,52.43519693596068,41.79838278562284,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-10-25,OK,50.8104824234391,35.28486896705129,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-10-26,OK,49.47735723720881,45.32102546100661,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-10-27,OK,51.27092636881204,36.70877499305424,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-10-28,OK,49.07376323740348,37.32181135738531,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-10-29,OK,52.14648225839333,38.23708932437195,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-10-30,OK,48.809078690744464,39.5916657896583,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-10-31,OK,46.44580470255247,48.175977195704725,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-11-01,OK,53.69719928648927,37.78288490510718,ÁMBAR,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-11-02,FLAG_mecánico,53.5931032336373,41.12487379622269,ÁMBAR+,SUAVE_O_DESCANSO,2D_LN,BASE60_ONLY,False
2025-11-03,OK,51.48801531797644,42.692914300933495,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-04,OK,48.07171780602412,43.72406063325854,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-11-05,OK,49.41482444733419,50.80846386184098,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-06,OK,51.856241798247474,33.976848434017505,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-07,OK,46.92354456056528,46.79559221743424,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-08,OK,53.27994027216887,32.20833738032921,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,False
2025-11-09,OK,48.41765490141043,46.36991055254649,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-10,OK,48.58863469101901,52.041649986653326,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-11,OK,49.35517341301618,45.29703403950048,VERDE-,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-12,OK,47.49575079821454,56.05872400360849,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-13,OK,48.9595387226735,40.14375392288295,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-14,FLAG_mecánico,49.37156432997281,47.356655606035766,VERDE,SUAVE_O_DESCANSO,2D_OK,BASE60_ONLY,False
2025-11-15,OK,47.85182822131939,47.92198059543022,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-16,OK,51.03957988016995,47.80175888159257,VERDE++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-17,OK,52.00172282130485,34.86430664269462,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-18,OK,50.658086062459546,45.301896631820085,ÁMBAR,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-11-19,OK,51.78218733690146,39.93834534093053,ROJO-,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-20,OK,53.40573722110732,33.87088280703146,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-21,OK,52.78476450321476,33.259704818319875,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-22,OK,56.37842435660408,31.25727915222309,ROJO+,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-23,OK,52.58922713148545,40.51369858913285,ROJO++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-24,OK,58.84903233143093,27.408773703185062,ROJO++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-25,OK,48.09009283214123,52.311445096991854,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-26,OK,50.05364764645545,42.753862334056976,ROJO-,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-11-27,OK,47.50506060853984,55.51621535393132,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-28,FLAG_mecánico,51.57167038425641,39.791417706295945,VERDE,SUAVE_O_DESCANSO,2D_OK,BASE60_ONLY,False
2025-11-29,OK,49.89312798290048,51.47918397739735,VERDE+++,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-11-30,OK,54.84861228981624,29.818789730545323,ÁMBAR--,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-12-01,OK,49.63080809949418,46.104744179937015,ÁMBAR,Z2_O_TEMPO_SUAVE,2D_HR,BASE60_ONLY,False
2025-12-02,OK,49.02054797147756,36.76634535745151,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-12-03,OK,55.14097709811418,35.28307188001525,ROJO++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-12-04,OK,50.72847333162481,45.42763976419482,ROJO++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-12-05,OK,49.57229144966494,40.36748753860229,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,False
2025-12-06,OK,51.22979039854574,42.65471205425791,VERDE+,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-12-07,OK,52.18806408469805,38.508024157677866,VERDE,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-12-08,OK,47.90453722341262,45.715856954007485,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-12-09,OK,49.85714285714285,37.44520901478478,VERDE---,INTENSIDAD_OK,2D_OK,BASE60_ONLY,False
2025-12-10,OK,51.46740397748093,35.970993003562434,VERDE--,INTENSIDAD_OK,2D_OK,BASE60_ONLY,True
2025-12-11,OK,53.13601127554615,28.60911363497169,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-12,OK,51.118138758100045,30.762351326519447,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-13,OK,53.20146645067781,32.986431804540366,ROJO-,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-14,OK,51.89969819197248,33.66443639702224,ROJO--,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-15,OK,52.600487669993214,37.3237826084313,ROJO,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-16,OK,49.88500241743445,35.56205000481496,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,True
2025-12-17,OK,50.991387675073774,33.02570768993532,ÁMBAR---,Z2_O_TEMPO_SUAVE,2D_LN,BASE60_ONLY,True
2025-12-18,OK,56.01083318881702,23.47152952861612,ROJO---,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
2025-12-19,OK,55.92899449394681,32.51412345887654,ROJO++,SUAVE_O_DESCANSO,2D_AMBOS,BASE60_ONLY,True
