"session_id","route_id","Fecha","start_time","sport","sport_raw","source","vt1_used","vt2_used","zones_source","duration_min","moving_min","distance_km","elev_gain_m","elev_loss_m","elev_density","calories","hr_mean","hr_max","hr_p95","average_cadence","hrr_drop_bpm","average_weather_temp","z1_pct","z2_pct","z3_pct","z1_total_min","z2_total_min","z3_total_min","work_n_blocks","work_total_min","work_longest_min","work_avg_z3_pct","work_blocks_min","work_blocks_z3pct","late_intensity","cardiac_drift_pct","mechanics_source","polar_sport_raw","polar_start_delta_min","polar_duration_gap_min","run_power_available","run_power_mean","run_power_max","run_power_p95","speed_first_half","speed_second_half","cadence_first_half","cadence_second_half","polar_speed_available","polar_cadence_available","run_power_first_half","run_power_second_half","durability_applicable","speed_ratio","power_ratio","load","trimp","rpe","feel","icu_weighted_avg_watts","icu_joules_above_ftp","icu_max_wbal_depletion","decoupling","intensity_category","effort_vs_recent","effort_vs_anchor","session_group","notes_raw","rpe_present","notes_present","pipeline_version","stream_dt_est"
"i107011948","5857124.0","2025-11-15","08:02","bike","Ride","intervals","139","156","icu","180.6","173.6","60.77","892.0","861.0","14.7","1611.0","129.0","165.0","154.0","83.943054","","14.223086","72.2","26.3","1.5","125.1","45.7","2.6","3","40.5","29.8","6","3.5;29.8;7.2","0;2;26","0.0","-26.0","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","127.0","214.30174","5.0","2.0","","","","","work_steady","above","typical","endurance_moderate","","1","0","v3.11","1.0"
"i107154063","5857127.0","2025-11-16","08:01","trail_run","TrailRun","intervals","143","161","icu","91.9","91.1","11.68","349.0","347.0","29.9","896.0","133.0","170.0","159.0","81.03804","49.0","16.590534","77.0","18.9","4.1","69.2","16.9","3.7","2","14.0","8.5","26","5.5;8.5","0;43","0.0","11.9","intervals_fit","running trail","","","0.0","","","","8.14","7.74","82.1","80.0","1.0","1.0","","","1","0.951","","70.0","121.36976","5.0","2.0","","","","","work_intense","typical","unknown","endurance_hard","","1","0","v3.11","1.001"
"i107388243","","2025-11-17","15:06","swim","Swim","intervals","134","149","icu","38.0","37.0","1.1","","","","291.0","116.0","138.0","132.0","41.0","","","98.4","1.6","0.0","36.4","0.6","0.0","0","0.0","0.0","0","","","0.0","17.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","17.0","29.959845","4.0","3.0","","","","","easy","below","below","endurance_easy","","1","0","v3.11","1.001"
"i107388230","","2025-11-17","15:54","strength","WeightTraining","intervals","142","163","icu","30.7","30.7","0.0","","","","129.0","91.0","116.0","","","","","100.0","0.0","0.0","30.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","6.0","10.3542795","3.0","2.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i107505457","","2025-11-18","09:06","road_run","VirtualRun","intervals","143","161","icu","58.5","58.0","8.02","","","","633.0","143.0","179.0","173.0","80.15106","25.0","","63.0","17.0","20.0","36.4","9.8","11.6","4","21.3","6.9","54","4.4;4.8;5.2;6.9","0;65;75;65","1.0","11.6","intervals_fit","running indoor_running","","","0.0","","","","8.77","7.93","81.9","78.4","1.0","1.0","","","0","0.904","","59.0","100.36933","7.0","2.0","","","","","work_intense","below","unknown","endurance_hard","","1","0","v3.11","1.0"
"i107558630","","2025-11-18","15:01","strength","WeightTraining","intervals","142","163","icu","55.0","55.0","0.0","","","","353.0","108.0","139.0","","","","","100.0","0.0","0.0","55.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","21.0","34.847878","4.0","2.0","","","","","NA","above","above","strength_unknown","","1","0","v3.11",""
"i107716145","5857128.0","2025-11-19","13:14","bike","Ride","intervals","139","156","icu","97.7","93.5","27.08","685.0","686.0","25.3","887.0","129.0","157.0","153.0","80.981895","","12.221191","45.9","53.9","0.2","42.8","50.2","0.1","3","50.7","19.1","0","19.1;17.3;14.3","0;1;0","0.0","-35.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","72.0","110.537445","5.0","2.0","","","","","work_steady","typical","typical","endurance_moderate","","1","0","v3.11","1.0"
"i107895039","","2025-11-20","13:53","elliptical","Elliptical","intervals","142","163","icu","80.1","80.0","0.0","","","","759.0","130.0","144.0","138.0","","","","99.6","0.4","0.0","79.7","0.3","0.0","0","0.0","0.0","0","","","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","54.0","94.58034","4.0","2.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.001"
"i108001959","","2025-11-21","09:09","strength","WeightTraining","intervals","142","163","icu","59.0","58.9","0.0","","","","339.0","102.0","143.0","","","","","99.7","0.3","0.0","58.8","0.2","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","18.0","29.298378","5.0","2.0","","","","","NA","above","above","strength_unknown","","1","0","v3.11",""
"i108129290","","2025-11-21","14:53","strength","WeightTraining","intervals","142","163","icu","44.4","44.4","0.0","","","","126.0","81.0","103.0","","","","","100.0","0.0","0.0","44.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","5.0","9.2549715","4.0","2.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i108144314","5857131.0","2025-11-22","07:37","trail_run","TrailRun","intervals","143","161","icu","140.7","138.2","20.0","166.0","172.0","8.3","1364.0","133.0","154.0","151.0","82.5646","","6.4532266","81.7","18.3","0.0","112.0","25.0","0.0","2","27.4","23.5","0","3.9;23.5","0;0","1.0","4.1","intervals_fit","running trail","","","0.0","","","","8.64","9.01","82.9","82.3","1.0","1.0","","","1","1.043","","101.0","174.77734","5.0","2.0","","","","","work_steady","above","typical","endurance_moderate","","1","0","v3.11","1.0"
"i108284391","5857132.0","2025-11-23","08:10","bike","Ride","intervals","139","156","icu","184.0","170.7","60.15","658.0","655.0","10.9","1540.0","124.0","159.0","151.0","86.619354","","5.4705963","81.3","18.0","0.7","138.4","30.7","1.2","2","25.7","21.3","5","4.4;21.3","0;6","0.0","-32.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","108.0","173.0066","5.0","2.0","","","","","work_steady","above","typical","endurance_moderate","","1","0","v3.11","1.0"
"i108420463","5857134.0","2025-11-24","08:04","trail_run","TrailRun","intervals","143","161","icu","63.5","63.5","9.25","112.0","112.0","12.1","594.0","129.0","145.0","136.0","82.76432","","8.168137","99.0","1.0","0.0","62.5","0.7","0.0","0","0.0","0.0","0","","","0.0","4.4","intervals_fit","running trail","","","0.0","","","","9.08","8.65","83.4","82.1","1.0","1.0","","","0","0.953","","39.0","68.92086","4.0","3.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i108641338","","2025-11-25","14:34","road_run","VirtualRun","intervals","143","161","icu","61.1","60.2","7.94","","","","645.0","140.0","168.0","166.0","79.27995","34.0","","59.9","15.3","24.8","36.0","9.2","14.9","5","24.4","5.6","61","5.6;4.8;4.7;4.6;4.7","44;63;66;71;65","0.0","4.6","intervals_fit","running indoor_running","","","0.0","","","","7.96","7.93","79.2","79.4","1.0","1.0","","","0","0.996","","59.0","98.92611","5.0","2.0","","","","","work_intense","below","unknown","endurance_hard","","1","0","v3.11","1.0"
"i108649341","","2025-11-25","15:47","strength","WeightTraining","intervals","142","163","icu","27.3","27.3","0.0","","","","141.0","97.0","111.0","","","","","100.0","0.0","0.0","27.3","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","7.0","12.71538","4.0","2.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i108806010","","2025-11-26","14:34","elliptical","Elliptical","intervals","142","163","icu","61.9","61.9","0.0","","","","441.0","108.0","128.0","122.0","","","","100.0","0.0","0.0","61.9","0.0","0.0","0","0.0","0.0","0","","","1.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","24.0","39.898987","5.0","2.0","","","","","finish_strong","below","typical","endurance_easy","","1","0","v3.11","1.0"
"i108969506","","2025-11-27","14:42","road_run","VirtualRun","intervals","143","161","icu","61.8","61.0","9.25","","","","644.0","139.0","168.0","162.0","83.38587","15.0","","72.4","22.4","5.3","44.0","13.6","3.2","1","19.0","19.0","17","19.0","17","0.0","9.7","intervals_fit","running indoor_running","","","0.0","","","","9.24","9.09","84.0","82.8","1.0","1.0","","","0","0.984","","57.0","97.659515","6.0","3.0","","","","","work_intense","below","unknown","endurance_hard","","1","0","v3.11","1.001"
"i108973817","","2025-11-27","15:54","strength","WeightTraining","intervals","142","163","icu","19.5","19.4","0.0","","","","136.0","111.0","131.0","","","","","100.0","0.0","0.0","19.5","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","8.0","14.206572","5.0","3.0","","","","","NA","typical","typical","strength_unknown","","1","0","v3.11",""
"i109076787","","2025-11-28","08:56","strength","WeightTraining","intervals","142","163","icu","51.0","51.0","0.0","","","","225.0","92.0","129.0","","","","","100.0","0.0","0.0","51.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","11.0","17.91802","4.0","3.0","","","","","NA","typical","typical","strength_unknown","","1","0","v3.11",""
"i109135285","","2025-11-28","15:49","swim","Swim","intervals","134","149","icu","55.2","54.4","1.7","","","","465.0","122.0","160.0","132.0","38.0","","","97.2","1.2","1.6","52.9","0.6","0.9","0","0.0","0.0","0","","","0.0","-0.1","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","30.0","52.698006","5.0","2.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.0"
"i109135278","","2025-11-28","16:57","strength","WeightTraining","intervals","142","163","icu","26.0","25.9","0.0","","","","125.0","95.0","118.0","","","","","100.0","0.0","0.0","26.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","6.0","10.218376","3.0","2.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i109237609","5857135.0","2025-11-29","08:54","bike","Ride","intervals","139","156","icu","150.3","144.2","53.81","212.0","221.0","3.9","1215.0","120.0","150.0","139.0","86.48824","","8.361861","95.2","4.8","0.0","136.7","7.0","0.0","1","4.0","4.0","0","4.0","0","0.0","-16.4","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","80.0","135.42831","5.0","2.0","","","","","easy","above","above","endurance_easy","","1","0","v3.11","1.0"
"i109373325","5857136.0","2025-11-30","09:00","road_run","Run","intervals","143","161","icu","78.5","78.3","12.28","232.0","232.0","18.9","727.0","128.0","141.0","136.0","84.39783","","8.803347","100.0","0.0","0.0","78.3","0.0","0.0","0","0.0","0.0","0","","","0.0","3.8","intervals_fit","running generic","","","0.0","","","","9.93","9.25","85.5","83.3","1.0","1.0","","","1","0.932","","49.0","86.90306","5.0","2.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.001"
"i109580015","","2025-12-01","14:28","swim","Swim","intervals","134","149","icu","60.0","59.2","1.62","","","","481.0","118.0","146.0","131.0","39.0","","","97.9","2.1","0.0","57.9","1.2","0.0","0","0.0","0.0","0","","","0.0","-1.4","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","30.0","52.450397","4.0","2.0","","","","","easy","below","typical","endurance_easy","","1","0","v3.11","1.0"
"i109578501","","2025-12-01","15:45","strength","WeightTraining","intervals","142","163","icu","22.9","22.9","0.0","","","","97.0","88.0","113.0","","","","","100.0","0.0","0.0","22.9","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","4.0","7.236963","4.0","3.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i109691315","","2025-12-02","08:37","strength","WeightTraining","intervals","142","163","icu","58.0","58.0","0.0","","","","228.0","89.0","113.0","","","","","100.0","0.0","0.0","58.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","12.0","19.643667","4.0","2.0","","","","","NA","typical","typical","strength_unknown","","1","0","v3.11",""
"i109764725","","2025-12-02","15:14","swim","Swim","intervals","134","149","icu","60.4","59.6","1.65","","","","476.0","116.0","138.0","127.0","39.0","","","99.4","0.6","0.0","59.2","0.3","0.0","0","0.0","0.0","0","","","0.0","7.2","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","29.0","50.5342","4.0","2.0","","","","","easy","below","typical","endurance_easy","","1","0","v3.11","1.001"
"i109973783","","2025-12-03","18:21","strength","WeightTraining","intervals","142","163","icu","38.7","38.7","0.0","","","","146.0","88.0","110.0","","","","","100.0","0.0","0.0","38.7","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","6.0","10.479913","3.0","2.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i110118985","","2025-12-04","14:49","elliptical","Elliptical","intervals","142","163","icu","73.0","73.0","0.0","","","","607.0","119.0","137.0","133.0","","","","100.0","0.0","0.0","73.0","0.0","0.0","0","0.0","0.0","0","","","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","39.0","64.69867","4.0","2.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.001"
"i110348057","","2025-12-05","16:44","strength","WeightTraining","intervals","142","163","icu","85.8","85.8","0.0","","","","370.0","90.0","115.0","","","","","100.0","0.0","0.0","85.8","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","18.0","29.420916","4.0","2.0","","","","","NA","above","above","strength_unknown","","1","0","v3.11",""
"i110445127","5857137.0","2025-12-06","08:39","bike","Ride","intervals","139","156","icu","148.8","142.7","55.03","168.0","196.0","3.1","1220.0","121.0","155.0","142.0","90.614204","","12.240002","92.2","7.8","0.0","131.3","11.1","0.0","2","6.7","3.5","0","3.5;3.2","0;0","0.0","25.5","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","83.0","136.11171","4.0","2.0","","","","","work_moderate","typical","typical","endurance_moderate","","1","0","v3.11","1.0"
"i110600137","5857137.0","2025-12-07","08:10","bike","Ride","intervals","139","156","icu","147.3","141.3","55.16","120.0","128.0","2.2","1133.0","116.0","154.0","137.0","89.21326","","11.13992","97.0","3.0","0.0","136.6","4.2","0.0","0","0.0","0.0","0","","","0.0","13.7","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","69.0","114.60958","4.0","2.0","","","","","easy","above","above","endurance_easy","","1","0","v3.11","1.0"
"i110855859","5857139.0","2025-12-08","17:00","road_run","Run","intervals","143","161","icu","65.1","64.8","10.04","221.00003","228.80003","22.0","627.0","131.0","148.0","143.0","82.50168","","16.149715","96.0","4.0","0.0","62.0","2.6","0.0","0","0.0","0.0","0","","","0.0","6.9","intervals_fit","running generic","","","0.0","","","","9.42","9.58","82.3","82.7","1.0","1.0","","","0","1.017","","47.0","84.353455","5.0","2.0","","","","","easy","typical","typical","endurance_easy","","1","0","v3.11","1.001"
"i111018545","","2025-12-09","14:37","strength","WeightTraining","intervals","142","163","icu","74.0","74.0","0.0","","","","360.0","96.0","123.0","","","","","100.0","0.0","0.0","74.0","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","18.0","31.821127","4.0","2.0","","","","","NA","above","above","strength_unknown","","1","0","v3.11",""
"i111241615","","2025-12-10","15:19","swim","Swim","intervals","134","149","icu","16.9","16.0","0.57","","","","128.0","114.0","140.0","130.0","42.0","","","97.5","2.5","0.0","15.6","0.4","0.0","0","0.0","0.0","0","","","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","7.0","12.385861","3.0","2.0","","","","","easy","below","below","endurance_easy","","1","0","v3.11","1.003"
"i111241594","","2025-12-10","15:48","elliptical","Elliptical","intervals","142","163","icu","46.0","46.0","0.0","","","","390.0","121.0","140.0","130.0","","","","100.0","0.0","0.0","46.1","0.0","0.0","0","0.0","0.0","0","","","0.0","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","25.0","43.26378","3.0","2.0","","","","","easy","below","typical","endurance_easy","","1","0","v3.11","1.0"
"i111364081","","2025-12-11","09:25","strength","WeightTraining","intervals","142","163","icu","34.4","34.4","0.0","","","","115.0","85.0","113.0","","","","","100.0","0.0","0.0","34.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","5.0","8.693593","3.0","2.0","","","","","NA","below","below","strength_unknown","","1","0","v3.11",""
"i111415187","","2025-12-11","14:18","road_run","VirtualRun","intervals","143","161","icu","65.9","64.2","8.72","","","","650.0","133.0","161.0","158.0","78.16379","","","69.8","30.2","0.0","44.7","19.4","0.0","3","20.6","8.3","0","6.5;5.8;8.3","0;0;0","1.0","11.5","intervals_fit","running indoor_running","","","0.0","","","","7.98","8.41","75.8","80.5","1.0","1.0","","","0","1.054","","53.0","83.77283","5.0","2.0","","","","","work_steady","below","below","endurance_moderate","","1","0","v3.11","1.001"
"i111731372","","2025-12-13","11:17","strength","WeightTraining","intervals","142","163","icu","91.3","91.3","0.0","","","","454.0","96.0","120.0","","","","","100.0","0.0","0.0","91.4","0.0","0.0","0","0.0","0.0","0","","","","","","","","","0.0","","","","","","","","0.0","0.0","","","0","","","22.0","36.494217","3.0","2.0","","","","","NA","above","above","strength_unknown","","1","0","v3.11",""
