Fecha,n_sessions,total_duration_min,has_aerobic,has_strength,has_mobility,load_day,intensity_cat_day,intense_day,work_total_min_day,work_n_blocks_day,z3_min_day,hr_max_day,hr_p95_max_day,late_intensity_day,cardiac_drift_worst,elev_gain_day,elev_loss_day,strength_min_day,mobility_min_day,rpe_max_day,effort_above_typical_aerobic,effort_above_typical_strength,effort_above_anchor_aerobic,n_with_rpe,n_with_notes,elev_density_day,intense_days_prev_3d,intense_days_prev_5d,intensity_clustering_flag,intensity_clustering_level,dominant_family_prev_7d,dominant_family_share_prev_7d,n_sessions_usable_prev_7d,z1_pct_weighted_prev_7d,z2_pct_weighted_prev_7d,z3_pct_weighted_prev_7d,distribution_signal_confidence_prev_7d,polarisation_index_prev_7d,intensity_blackhole_flag,intensity_blackhole_episode_id,intensity_blackhole_episode_len,z3_7d_sum,z3_7d_nobs,work_7d_sum,work_7d_nobs,finish_strong_7d_count,load_3d,load_3d_nobs,load_7d,load_7d_nobs,load_14d,load_14d_nobs,load_28d,load_28d_nobs,acwr_simple_prev,monotony_7d_prev,strain_7d_prev,load_ctx_ready,elev_loss_7d_sum
2025-08-29,1.0,138.3,1.0,0.0,0.0,91.0,easy,0,4.6,1.0,0.0,155.0,143.0,0.0,-12.9,326.0,326.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,17.9,0,0,0,,bike_family,0.741,3,93.3,5.8,1.0,high,16.259,False,,,8.2,5,41.0,5,1.0,246.0,3,427.0,6,596.0,11,1389.0,24,1.23,1.723,735.6,True,1808.0
2025-08-30,2.0,341.7,1.0,0.0,0.0,183.0,work_intense,1,27.5,4.0,10.2,168.0,154.0,1.0,-10.8,1443.0,1443.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,14.6,0,0,0,,,,0,,,,,,False,,,8.2,5,45.6,5,1.0,264.0,3,438.0,6,687.0,12,1402.0,24,1.25,1.717,752.0,True,1920.0
2025-08-31,1.0,38.4,0.0,1.0,0.0,4.0,NA,0,,,,,,,,,,38.4,0.0,,0.0,0.0,0.0,0.0,0.0,,1,1,0,,bike_family,0.754,4,89.1,8.7,2.2,high,10.494,False,,,15.1,5,55.3,5,2.0,387.0,3,542.0,6,839.0,12,1487.0,24,1.458,1.382,748.8,True,3031.0
2025-09-01,1.0,104.3,1.0,0.0,0.0,106.0,work_intense,1,49.0,7.0,20.4,169.0,165.0,0.0,-13.7,648.0,664.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,90.1,1,1,0,,bike_family,0.754,4,89.1,8.7,2.2,high,10.494,False,,,15.1,5,55.3,5,2.0,278.0,3,546.0,7,843.0,13,1483.0,24,1.473,1.411,770.6,True,3031.0
2025-09-02,1.0,126.8,1.0,0.0,0.0,86.0,work_steady,0,49.7,6.0,0.0,156.0,151.0,0.0,-16.0,814.0,809.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.1,2,2,1,high,bike_family,0.677,4,89.1,8.7,2.2,high,10.494,False,,,35.5,6,104.3,6,2.0,293.0,3,630.0,7,912.0,13,1500.0,24,1.68,1.774,1117.5,True,3695.0
2025-09-03,1.0,96.0,1.0,0.0,0.0,86.0,work_steady,0,44.8,7.0,4.5,166.0,161.0,0.0,-21.6,568.0,582.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,85.0,1,2,1,low,bike_family,0.667,4,83.0,15.3,1.7,high,5.536,False,,,31.4,6,154.0,6,2.0,196.0,3,643.0,7,985.0,13,1524.0,24,1.688,1.826,1173.8,True,4128.0
2025-09-04,1.0,83.8,0.0,1.0,0.0,19.0,NA,0,,,,,,,,,,83.8,0.0,,0.0,1.0,0.0,0.0,0.0,,1,2,1,low,bike_family,0.66,4,83.0,15.3,1.7,high,5.536,False,,,35.9,6,185.9,6,1.0,278.0,3,669.0,7,1045.0,13,1587.0,24,1.686,1.96,1311.1,True,4616.0
2025-09-05,1.0,148.6,1.0,0.0,0.0,99.0,work_steady,0,42.5,4.0,2.2,160.0,154.0,0.0,-32.1,912.0,894.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,21.9,0,1,0,,,,0,,,,,,False,,,35.1,5,175.6,5,1.0,191.0,3,575.0,7,1002.0,13,1575.0,24,1.46,1.502,863.5,True,3824.0
2025-09-06,1.0,80.3,1.0,0.0,0.0,59.0,work_steady,0,23.5,5.0,1.5,163.0,159.0,0.0,0.7,480.0,460.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,95.4,0,1,0,,bike_family,0.743,4,75.1,22.7,2.2,high,3.405,False,,,37.3,5,213.5,5,1.0,204.0,3,583.0,7,1021.0,13,1612.0,24,1.447,1.516,883.6,True,4392.0
2025-09-07,1.0,196.5,1.0,0.0,0.0,92.0,easy,0,0.0,0.0,0.0,146.0,137.0,0.0,2.6,169.0,150.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,2.2,0,0,0,,,,0,,,,,,False,,,28.6,5,209.5,5,0.0,177.0,3,459.0,7,1001.0,13,1594.0,24,1.152,1.772,813.2,True,3409.0
2025-09-08,1.0,70.2,0.0,1.0,0.0,12.0,NA,0,,,,,,,,,,70.2,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,bike_family,0.615,3,77.5,22.0,0.5,high,3.545,False,,,28.6,6,209.5,6,0.0,250.0,3,547.0,7,1093.0,14,1638.0,24,1.336,2.816,1540.3,True,3559.0
2025-09-09,1.0,130.5,1.0,0.0,0.0,102.0,work_steady,0,48.4,9.0,0.3,162.0,158.0,0.0,-2.7,894.0,878.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,88.7,0,0,0,,bike_family,0.719,3,77.5,22.0,0.5,high,3.545,False,,,8.2,5,160.5,5,0.0,163.0,3,453.0,7,1083.0,14,1650.0,25,1.098,1.948,882.3,True,2895.0
2025-09-10,1.0,101.1,1.0,0.0,0.0,90.0,work_intense,1,34.2,6.0,7.9,167.0,163.8,0.0,-5.5,648.0,668.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,68.7,0,0,0,,,,0,,,,,,False,,,8.5,5,159.2,5,0.0,206.0,3,469.0,7,1112.0,14,1638.0,25,1.145,1.908,895.0,True,2964.0
2025-09-11,1.0,183.4,1.0,0.0,0.0,88.0,work_moderate,0,7.6,2.0,0.0,149.0,141.0,0.0,-1.6,173.0,168.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.5,1,1,0,,,,0,,,,,,False,,,11.9,5,148.6,5,0.0,204.0,3,473.0,7,1142.0,14,1643.0,25,1.152,1.906,901.8,True,3050.0
2025-09-12,1.0,82.0,1.0,0.0,0.0,68.0,work_intense,1,23.9,3.0,15.9,172.0,169.0,0.0,53.0,561.0,584.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,57.0,1,1,0,,bike_family,0.617,3,87.6,11.9,0.4,high,7.395,False,,,11.9,6,156.2,6,0.0,280.0,3,542.0,7,1117.0,14,1713.0,25,1.266,2.608,1413.3,True,3218.0
2025-09-14,1.0,136.6,1.0,0.0,0.0,132.0,work_intense,1,63.5,7.0,18.6,169.0,165.0,0.0,-4.8,1122.0,1123.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,116.3,1,2,1,low,,,0,,,,,,False,,,24.1,5,114.1,5,0.0,156.0,2,452.0,6,911.0,13,1750.0,25,1.033,1.684,761.1,True,2448.0
2025-09-16,1.0,63.2,1.0,0.0,0.0,38.0,easy,0,0.0,0.0,0.0,147.0,136.0,0.0,0.2,,,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,,1,2,1,low,run_family,0.72,4,58.1,32.2,9.7,high,2.106,True,4,1,42.7,5,177.6,5,0.0,132.0,1,480.0,5,933.0,12,1845.0,25,1.041,1.463,702.2,True,3421.0
2025-09-20,1.0,573.1,1.0,0.0,0.0,192.0,easy,0,0.0,0.0,0.0,151.0,136.0,0.0,-18.1,1352.0,1605.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,49.9,0,0,0,,run_family,1.0,1,48.1,37.9,14.0,low,1.639,False,,,18.6,2,63.5,2,0.0,,0,170.0,2,681.0,9,1702.0,22,0.4,,,True,1123.0
2025-09-21,1.0,225.1,1.0,0.0,0.0,82.0,finish_strong,0,0.0,0.0,0.0,142.0,130.0,1.0,31.7,1141.0,270.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,101.5,0,0,0,,hike_family,0.78,1,99.5,0.5,0.0,low,99.5,False,,,18.6,3,63.5,3,0.0,192.0,1,362.0,3,814.0,9,1815.0,22,0.798,0.711,257.5,True,2728.0
2025-09-22,1.0,642.2,1.0,0.0,0.0,217.0,easy,0,0.0,0.0,0.0,153.0,133.0,0.0,5.4,1633.0,2018.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,68.8,0,0,0,,hike_family,1.0,2,99.7,0.3,0.0,moderate,99.7,False,,,0.0,3,0.0,3,1.0,274.0,2,312.0,3,804.0,9,1897.0,23,0.658,0.668,208.5,True,1875.0
2025-09-23,1.0,615.3,1.0,0.0,0.0,184.0,easy,0,0.0,0.0,0.0,147.0,130.0,0.0,-0.1,1566.0,1193.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,79.5,0,0,0,,hike_family,1.0,3,99.7,0.3,0.0,high,99.7,False,,,0.0,4,0.0,4,1.0,491.0,3,529.0,4,1009.0,9,2092.0,23,1.011,0.876,463.2,True,3893.0
2025-09-24,1.0,385.4,1.0,0.0,0.0,60.0,easy,0,0.0,0.0,0.0,132.0,112.0,0.0,-11.5,468.0,1381.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.9,0,0,0,,hike_family,1.0,4,99.8,0.2,0.0,high,99.8,False,,,0.0,4,0.0,4,1.0,483.0,3,675.0,4,1091.0,9,2203.0,23,1.226,1.046,706.3,True,5086.0
2025-09-26,2.0,108.5,1.0,1.0,0.0,36.0,easy,0,0.0,0.0,0.0,132.0,123.8,0.0,-4.7,,,48.3,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,hike_family,1.0,5,99.8,0.2,0.0,high,99.8,False,,,0.0,5,0.0,5,1.0,244.0,2,735.0,5,973.0,8,2090.0,22,1.407,1.231,904.5,True,6467.0
2025-09-27,1.0,70.5,1.0,0.0,0.0,60.0,work_intense,1,24.9,1.0,7.5,170.0,168.0,1.0,24.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,hike_family,1.0,5,99.8,0.2,0.0,high,99.8,False,,,0.0,6,0.0,6,1.0,96.0,2,771.0,6,941.0,8,2035.0,22,1.515,1.381,1065.0,True,6467.0
2025-09-28,1.0,166.2,1.0,0.0,0.0,86.0,work_moderate,0,9.5,1.0,0.0,151.0,141.0,0.0,-7.2,876.0,858.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,18.0,1,1,0,,hike_family,0.954,4,99.9,0.1,0.0,high,99.9,False,,,7.5,6,24.9,6,2.0,96.0,2,639.0,6,1001.0,9,1912.0,22,1.337,1.242,793.4,True,4862.0
2025-09-29,1.0,73.3,1.0,0.0,0.0,47.0,easy,0,0.0,0.0,0.0,146.0,135.0,0.0,3.7,259.0,258.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25.8,1,1,0,,hike_family,0.845,3,99.9,0.1,0.0,high,99.9,False,,,7.5,6,34.4,6,1.0,182.0,3,643.0,6,955.0,9,1994.0,22,1.29,1.25,804.0,True,5450.0
2025-09-30,4.0,163.7,1.0,1.0,0.0,60.0,work_moderate,0,7.4,1.0,0.2,156.0,140.0,1.0,8.3,,,101.5,0.0,,0.0,0.0,0.0,0.0,0.0,,1,1,0,,hike_family,0.708,2,100.0,0.0,0.0,moderate,100.0,False,,,7.5,6,34.4,6,1.0,193.0,3,473.0,6,1002.0,10,1935.0,22,0.978,1.264,598.0,True,3690.0
2025-10-01,1.0,122.0,1.0,0.0,0.0,88.0,work_intense,1,37.7,5.0,9.3,163.0,158.0,0.0,-19.2,824.0,806.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,22.4,0,1,0,,,,0,,,,,,False,,,7.7,6,41.8,6,2.0,193.0,3,349.0,6,1024.0,10,1909.0,22,0.731,2.011,702.0,True,2497.0
2025-10-02,1.0,103.3,1.0,0.0,0.0,90.0,work_intense,1,42.3,6.0,9.5,172.0,166.0,0.0,-4.5,694.0,693.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,86.5,1,2,1,low,bike_family,0.661,2,80.3,16.3,3.4,moderate,5.135,False,,,17.0,6,79.5,6,2.0,195.0,3,377.0,6,1112.0,11,1911.0,22,0.789,1.914,721.7,True,1922.0
2025-10-03,3.0,146.9,1.0,1.0,0.0,56.0,work_moderate,0,5.5,1.0,0.0,146.0,140.0,1.0,23.7,,,94.7,0.0,,0.0,1.0,0.0,0.0,0.0,,2,2,1,high,,,0,,,,,,False,,,26.5,7,121.8,7,2.0,238.0,3,467.0,7,1202.0,12,1982.0,22,0.942,3.342,1560.7,True,2615.0
2025-10-04,1.0,131.2,1.0,0.0,0.0,74.0,easy,0,3.3,1.0,0.0,152.0,142.0,0.0,5.2,217.0,217.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,4.1,2,2,1,high,,,0,,,,,,False,,,26.5,7,127.3,7,3.0,234.0,3,487.0,7,1258.0,13,1939.0,22,1.005,4.219,2054.5,True,2615.0
2025-10-05,1.0,115.2,1.0,0.0,0.0,76.0,work_moderate,0,9.8,2.0,0.1,162.0,152.0,0.0,-0.3,436.0,435.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,34.3,1,2,1,low,bike_family,0.7,3,84.1,13.6,2.3,high,6.353,False,,,19.0,7,105.7,7,2.0,220.0,3,501.0,7,1140.0,13,1954.0,22,1.026,4.459,2233.8,True,2832.0
2025-10-06,2.0,111.8,1.0,1.0,0.0,47.0,finish_strong,0,0.0,0.0,0.0,146.0,138.0,1.0,,,,51.8,0.0,,0.0,0.0,0.0,0.0,0.0,,0,2,1,low,,,0,,,,,,False,,,19.1,7,106.0,7,2.0,206.0,3,491.0,7,1134.0,13,1938.0,22,1.013,4.638,2277.4,True,2409.0
2025-10-07,1.0,94.2,1.0,0.0,0.0,100.0,work_steady,0,76.1,1.0,1.5,165.0,160.0,0.0,12.3,,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0,1,0,,,,0,,,,,,False,,,19.1,7,106.0,7,3.0,197.0,3,491.0,7,964.0,13,1973.0,22,0.995,4.638,2277.4,True,2151.0
2025-10-08,1.0,142.2,1.0,0.0,0.0,71.0,easy,0,0.0,0.0,0.0,144.0,135.0,0.0,3.9,133.0,93.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,2.5,0,0,0,,,,0,,,,,,False,,,20.4,7,174.7,7,2.0,223.0,3,531.0,7,880.0,13,1971.0,22,1.078,4.318,2292.6,True,2151.0
2025-10-09,3.0,138.5,1.0,1.0,0.0,51.0,finish_strong,0,0.0,0.0,0.5,156.0,144.0,1.0,5.2,,,92.6,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,11.1,7,137.0,7,2.0,218.0,3,514.0,7,891.0,13,1952.0,22,1.053,4.349,2235.3,True,1438.0
2025-10-10,1.0,147.7,1.0,0.0,0.0,82.0,work_moderate,0,18.9,4.0,0.0,152.0,147.0,0.0,-6.9,876.0,876.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,21.6,0,0,0,,,,0,,,,,,False,,,2.1,7,94.7,7,3.0,222.0,3,475.0,7,942.0,14,1915.0,22,0.992,4.008,1903.6,True,745.0
2025-10-11,1.0,135.0,1.0,0.0,0.0,100.0,work_moderate,0,9.1,2.0,0.0,153.0,145.0,0.0,-6.7,295.0,267.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,15.8,0,0,0,,bike_family,0.609,3,92.1,7.9,0.0,high,11.658,False,,,2.1,7,108.1,7,2.0,204.0,3,501.0,7,988.0,14,1929.0,22,1.039,4.267,2137.6,True,1621.0
2025-10-13,3.0,139.2,1.0,1.0,0.0,43.0,easy,0,0.0,0.0,0.0,135.0,127.0,0.0,0.4,,,93.4,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,2.0,6,104.1,6,2.0,182.0,2,451.0,6,942.0,13,1897.0,22,0.951,1.966,886.7,True,1236.0
2025-10-14,1.0,130.2,1.0,0.0,0.0,106.0,work_steady,0,46.2,4.0,0.0,157.0,153.0,0.0,-4.9,846.0,854.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,53.9,0,0,0,,,,0,,,,,,False,,,2.0,6,104.1,6,1.0,143.0,2,447.0,6,938.0,13,1940.0,23,0.922,1.929,862.3,True,1236.0
2025-10-15,1.0,131.8,1.0,0.0,0.0,82.0,work_moderate,0,19.5,2.0,0.0,147.0,143.0,0.0,-9.8,877.0,864.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.8,0,0,0,,,,0,,,,,,False,,,0.5,6,74.2,6,1.0,149.0,2,453.0,6,984.0,13,2008.0,23,0.902,1.898,859.9,True,2090.0
2025-10-16,2.0,121.7,1.0,1.0,0.0,45.0,easy,0,0.0,0.0,0.0,133.0,128.0,0.0,10.6,,,61.1,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.5,6,93.7,6,1.0,231.0,3,464.0,6,978.0,13,2090.0,24,0.888,1.916,889.1,True,2861.0
2025-10-17,1.0,131.4,1.0,0.0,0.0,115.0,work_steady,0,41.9,4.0,0.2,164.0,154.0,0.0,15.4,1043.0,1038.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,57.9,0,0,0,,,,0,,,,,,False,,,0.0,6,93.7,6,0.0,233.0,3,458.0,6,933.0,13,2135.0,25,0.858,1.868,855.3,True,2861.0
2025-10-19,1.0,169.1,1.0,0.0,0.0,108.0,work_steady,0,24.5,3.0,0.2,157.0,151.0,0.0,-5.6,432.0,404.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,6.8,0,0,0,,run_family,0.672,2,66.8,33.1,0.1,moderate,2.021,True,5,1,0.2,5,107.6,5,0.0,160.0,2,391.0,5,918.0,12,2058.0,25,0.76,1.285,502.6,True,2756.0
2025-10-20,1.0,101.5,0.0,1.0,0.0,28.0,NA,0,,,,,,,,,,101.5,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.4,6,132.1,6,0.0,223.0,2,499.0,6,950.0,12,2084.0,25,0.958,1.786,891.2,True,3160.0
2025-10-21,1.0,95.0,1.0,0.0,0.0,75.0,work_moderate,0,14.7,3.0,0.0,146.0,144.0,0.0,4.4,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.4,5,132.1,5,0.0,136.0,2,484.0,6,931.0,12,1895.0,25,1.022,1.657,801.8,True,3160.0
2025-10-22,1.0,102.0,1.0,0.0,0.0,64.0,work_steady,0,36.5,4.0,0.0,153.0,147.0,0.0,-33.2,648.0,624.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25.2,0,0,0,,,,0,,,,,,False,,,0.4,5,100.6,5,0.0,211.0,3,453.0,6,906.0,12,1786.0,25,1.015,1.653,748.7,True,2306.0
2025-10-23,2.0,101.0,1.0,1.0,0.0,42.0,easy,0,0.0,0.0,0.0,142.0,132.0,0.0,1.6,,,39.3,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.4,5,117.6,5,0.0,167.0,3,435.0,6,899.0,12,1790.0,25,0.972,1.613,701.8,True,2066.0
2025-10-24,1.0,67.3,1.0,0.0,0.0,36.0,easy,0,0.0,0.0,0.0,136.0,131.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.4,5,117.6,5,0.0,181.0,3,432.0,6,890.0,12,1832.0,26,0.943,1.594,688.5,True,2066.0
2025-10-26,1.0,70.7,1.0,0.0,0.0,54.0,work_moderate,0,13.9,2.0,0.0,149.0,146.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,bike_family,0.613,2,72.1,27.8,0.1,moderate,2.597,False,,,0.2,5,75.7,5,0.0,78.0,2,353.0,6,744.0,11,1772.0,25,0.797,1.548,546.5,True,1028.0
2025-10-27,1.0,125.3,1.0,0.0,0.0,97.0,easy,0,0.0,0.0,0.0,154.0,143.0,0.0,-2.9,1012.0,1015.0,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,57.5,0,0,0,,,,0,,,,,,False,,,0.0,5,65.1,5,0.0,90.0,2,299.0,6,798.0,12,1740.0,25,0.687,1.856,554.8,True,624.0
2025-10-28,1.0,80.8,0.0,1.0,0.0,14.0,NA,0,,,,,,,,,,80.8,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.0,6,65.1,6,0.0,151.0,2,368.0,6,852.0,12,1790.0,25,0.822,1.833,674.4,True,1639.0
2025-10-29,1.0,90.5,0.0,0.0,1.0,47.0,NA,0,,,,,,,,,,0.0,90.5,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.0,5,50.4,5,0.0,165.0,3,307.0,6,760.0,12,1744.0,25,0.704,1.472,451.9,True,1639.0
2025-10-30,1.0,56.7,0.0,1.0,0.0,8.0,NA,0,,,,,,,,,,56.7,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,,,0,,,,,,False,,,0.0,4,13.9,4,0.0,158.0,3,290.0,6,725.0,12,1703.0,25,0.681,1.442,418.3,True,1015.0
2025-10-31,1.0,99.0,1.0,0.0,0.0,66.0,work_steady,0,33.2,4.0,0.0,153.0,147.0,0.0,-14.8,645.0,650.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,23.0,0,0,0,,,,0,,,,,,False,,,0.0,3,13.9,3,0.0,69.0,3,256.0,6,688.0,12,1621.0,25,0.632,1.18,302.0,True,1015.0
2025-11-02,1.0,114.6,1.0,0.0,0.0,96.0,work_moderate,0,18.1,4.0,0.8,163.0,156.0,0.0,28.8,388.0,400.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,25.3,0,0,0,,,,0,,,,,,False,,,0.0,3,47.1,3,0.0,74.0,2,286.0,6,639.0,12,1557.0,24,0.735,1.251,357.8,True,1665.0
2025-11-03,1.0,68.5,1.0,0.0,0.0,52.0,easy,0,4.2,1.0,0.0,161.0,154.0,0.0,11.4,342.0,340.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,39.3,0,0,0,,run_family,0.713,2,85.9,13.8,0.3,moderate,6.246,False,,,0.8,3,51.3,3,0.0,162.0,2,328.0,6,627.0,12,1577.0,24,0.832,1.235,405.0,True,2065.0
2025-11-04,1.0,80.5,0.0,1.0,0.0,16.0,NA,0,,,,,,,,,,80.5,0.0,,0.0,1.0,0.0,0.0,0.0,,0,0,0,,run_family,0.656,2,74.7,24.8,0.4,moderate,3.028,False,,,0.8,3,55.5,3,0.0,148.0,2,283.0,6,651.0,12,1582.0,24,0.716,1.252,354.2,True,1390.0
2025-11-05,1.0,57.2,0.0,1.0,0.0,11.0,NA,0,,,,,,,,,,57.2,0.0,,0.0,0.0,0.0,0.0,0.0,,0,0,0,,run_family,0.656,2,74.7,24.8,0.4,moderate,3.028,False,,,0.8,3,55.5,3,0.0,164.0,3,285.0,6,592.0,12,1498.0,24,0.761,1.269,361.8,True,1390.0
2025-11-06,1.0,45.0,1.0,0.0,0.0,28.0,work_moderate,0,18.7,3.0,1.4,160.0,148.0,0.0,-10.4,,,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,,0,0,0,,run_family,0.656,2,74.7,24.8,0.4,moderate,3.028,False,,,0.8,3,55.5,3,0.0,79.0,3,249.0,6,539.0,12,1438.0,24,0.693,1.062,264.3,True,1390.0
2025-11-07,1.0,155.4,1.0,0.0,0.0,123.0,work_intense,1,54.1,5.0,21.1,172.0,167.0,0.0,-8.5,850.0,866.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,20.3,0,0,0,,run_family,0.656,2,74.7,24.8,0.4,moderate,3.028,False,,,2.2,4,74.2,4,0.0,55.0,3,269.0,6,525.0,12,1415.0,24,0.76,1.207,324.6,True,1390.0
2025-11-08,1.0,35.0,1.0,0.0,0.0,41.0,work_intense,1,12.8,1.0,12.0,182.0,182.0,0.0,41.4,,,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,,1,1,0,,,,0,,,,,,False,,,23.3,4,95.1,4,0.0,162.0,3,326.0,6,612.0,12,1456.0,24,0.896,1.08,351.9,True,1606.0
2025-11-09,1.0,178.8,1.0,0.0,0.0,131.0,work_steady,0,58.8,8.0,0.6,157.0,151.0,0.0,-43.0,917.0,881.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,16.5,2,2,1,high,run_family,0.603,3,72.1,22.0,6.0,high,3.55,False,,,35.3,5,107.9,5,0.0,192.0,3,367.0,7,653.0,13,1397.0,24,1.051,1.344,493.3,True,1606.0
2025-11-10,1.0,87.2,0.0,1.0,0.0,24.0,NA,0,,,,,,,,,,87.2,0.0,,0.0,1.0,0.0,1.0,0.0,,2,2,1,high,bike_family,0.753,2,59.0,34.0,7.0,moderate,1.941,True,6,3,35.1,5,148.6,5,0.0,295.0,3,402.0,7,730.0,13,1528.0,25,1.052,1.251,502.9,True,2087.0
2025-11-11,1.0,75.4,1.0,0.0,0.0,81.0,work_intense,1,28.7,5.0,18.1,178.0,175.0,0.0,-12.3,567.0,552.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,76.1,1,2,1,low,bike_family,0.902,2,59.0,34.0,7.0,moderate,1.941,True,6,3,35.1,4,144.4,4,0.0,196.0,3,374.0,7,657.0,13,1509.0,25,0.991,1.127,421.6,True,1747.0
2025-11-12,1.0,142.1,1.0,0.0,0.0,80.0,easy,0,0.0,0.0,0.0,144.0,135.0,0.0,-1.6,499.0,499.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,0.0,27.8,1,3,1,high,bike_family,0.741,2,59.0,34.0,7.0,moderate,1.941,True,6,3,53.2,5,173.1,5,0.0,236.0,3,439.0,7,724.0,13,1484.0,25,1.183,1.379,605.3,True,2299.0
2025-11-13,1.0,67.5,1.0,0.0,0.0,53.0,work_steady,0,32.9,2.0,2.4,160.0,156.0,0.0,-18.3,491.0,497.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,24.5,1,2,1,low,,,0,,,,,,False,,,53.2,6,173.1,6,0.0,185.0,3,508.0,7,757.0,13,1482.0,25,1.371,1.796,912.5,True,2798.0
2025-11-14,1.0,93.4,0.0,1.0,0.0,27.0,NA,0,,,,,,,,,,93.4,0.0,,0.0,1.0,0.0,1.0,0.0,,1,1,0,,bike_family,0.606,3,57.2,36.3,6.5,high,1.755,True,7,1,54.2,6,187.3,6,0.0,214.0,3,533.0,7,802.0,13,1490.0,25,1.431,2.042,1088.4,True,3295.0
2025-11-15,1.0,180.6,1.0,0.0,0.0,127.0,work_steady,0,40.5,3.0,2.6,165.0,154.0,0.0,-26.0,892.0,861.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,14.7,0,1,0,,,,0,,,,,,False,,,33.1,5,133.2,5,0.0,160.0,3,437.0,7,763.0,13,1402.0,25,1.247,1.777,776.7,True,2429.0
